"Type","KeyCite Treatment","KeyCite URL","Title","Document URL","Court Line","Filed Date","Citation","Cite Caveat","Parallel Cite","Docket Num","Summary",
"Cases","","","Gulf Coast Bank & Trust Company v. Designed Conveyor Systems, L.L.C.","https://www.westlaw.com/Document/Ia06c7020e9d011e7adf1d38c358a4230/View/FullText.html?listSource=Search&list=CASE&rank=904&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","December 22, 2017","717 Fed.Appx. 394","","2017 WL 6553374","17-30062","COMMERCIAL LAW - Jurisdiction. Conveyor system manufacturer did not have sufficient minimum contacts with Louisiana to be subject to specific personal jurisdiction.",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I5377ff90272011e885eba619ffcfa2b1&rank=905&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","GE Betz, Inc. v. Moffitt-Johnston","https://www.westlaw.com/Document/I5377ff90272011e885eba619ffcfa2b1/View/FullText.html?listSource=Search&list=CASE&rank=905&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","March 13, 2018","885 F.3d 318","","2018 WL 1281965","15-20008","LABOR AND EMPLOYMENT - Contracts. Company's belief that former employee solicited clients at social event did not bar summary judgment on breach of non-solicitation covenant claim.",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I47256040496011e89d46ed79fb792237&rank=906&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Edwards v. Doordash, Incorporated","https://www.westlaw.com/Document/I47256040496011e89d46ed79fb792237/View/FullText.html?listSource=Search&list=CASE&rank=906&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","April 25, 2018","888 F.3d 738","","2018 WL 1954090","17-20082","LABOR AND EMPLOYMENT - Arbitration. Court would decide arbitrability but not conditional certification for FLSA collective action.",
"Cases","","","Balfour Beatty Rail, Incorporated v. Kansas City Southern Railway Company","https://www.westlaw.com/Document/Ia9b530f013e611e89eae9724b55643c5/View/FullText.html?listSource=Search&list=CASE&rank=907&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","February 15, 2018","725 Fed.Appx. 256","","2018 WL 921577","16-11645","COMMERCIAL LAW - Contracts. Railway company presented sufficient evidence to prove that cost of excess ballast was reasonable in its breach of contract action against contractor.",
"Cases","","","Green Tree Servicing, L.L.C. v. House","https://www.westlaw.com/Document/Ic2d47d90584a11e8abc79f7928cdeab9/View/FullText.html?listSource=Search&list=CASE&rank=908&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","May 14, 2018","890 F.3d 493","","2018 WL 2204161","17-60164","LITIGATION - Appeals. Order compelling arbitration was final and appealable, despite other action involving same parties and dispute had been stayed.",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ic32de020680c11e8abc79f7928cdeab9&rank=909&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Delek Refining, Limited v. Local 202, United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, AFLCIO","https://www.westlaw.com/Document/Ic32de020680c11e8abc79f7928cdeab9/View/FullText.html?listSource=Search&list=CASE&rank=909&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","June 01, 2018","891 F.3d 566","","2018 WL 2465479","17-40593","LABOR AND EMPLOYMENT - Arbitration. Vacating arbitral award granting maintenance employees overtime pay under CBA provision barring employer's use of contract workers was not warranted.",
"Cases","","","Innova Hospital San Antonio, Limited Partnership v. Blue Cross and Blue Shield of Georgia, Incorporated","https://www.westlaw.com/Document/Ia742a9406f0a11e89034f60e1699ddbe/View/FullText.html?listSource=Search&list=CASE&rank=910&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","June 12, 2018","892 F.3d 719","","2018 WL 2943339","14-11300","LABOR AND EMPLOYMENT - Benefit Plans. Out-of-network medical services provider stated claim under ERISA for benefits without identifying specific language of every plan provision at issue.",
"Cases","","","Century Surety Company v. Seidel","https://www.westlaw.com/Document/I2ce9e660794911e881e3e57c1f40e5c7/View/FullText.html?listSource=Search&list=CASE&rank=911&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","June 25, 2018","893 F.3d 328","","2018 WL 3115781","17-10026","INSURANCE - Liability. Minor victim's claim that she was raped as result of being served alcohol fell within scope of restaurant's policy's criminal acts exclusion.",
"Cases","","","Lewis v. Landis","https://www.westlaw.com/Document/If2ccc940bb1311e88037ff68a1223ab1/View/FullText.html?listSource=Search&list=CASE&rank=912&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","September 14, 2018","738 Fed.Appx. 286","","2018 WL 4462162","17-20549","Proceeding pro se and in forma pauperis, Calvin Lewis, Texas prisoner # 1185552, appeals the district courts granting defendants motions under Federal Rule of Civil Procedure 12(b)(6) and (c), dismissing his 42 U.S.C. §1983 complaint. In district court, Lewis claimed defendants violated his due-process rights by punishing...",
"Cases","","","Hager v. DBG Partners, Incorporated","https://www.westlaw.com/Document/I239da890b29b11e8ae6bb4b0ae8dca5a/View/FullText.html?listSource=Search&list=CASE&rank=913&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","September 06, 2018","903 F.3d 460","","2018 WL 4258968","17-11147","LABOR AND EMPLOYMENT  Benefit Plans. Terminated employee covered by COBRA was not legally barred from obtaining penalty award for failure to provide notice of termination of health plan.",
"Cases","","","Matter of Pioneer Health Services , Incorporated","https://www.westlaw.com/Document/I9e225c209b2411e888e382e865ea2ff8/View/FullText.html?listSource=Search&list=CASE&rank=914&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","August 07, 2018","739 Fed.Appx. 240","","2018 WL 3747537","17-60824","BANKRUPTCY  Leases and Contracts. Agreements by which Chapter 11 debtor acquired software for use in its business were not leases, but secured financing agreements.",
"Cases","","","Fisk Electric Company v. DQSI, L.L.C.","https://www.westlaw.com/Document/If418dc507f3e11e8a018fb92467ccf77/View/FullText.html?listSource=Search&list=CASE&rank=915&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","July 02, 2018","740 Fed.Appx. 399","","2018 WL 3238919","17-30646","COMMERCIAL LAW  Attorney Fees. General contractor was not prevailing party in action to rescind settlement agreement, and thus was not entitled to attorneys' fees and costs.",
"Cases","","","Shell Offshore, Incorporated v. Tesla Offshore, L.L.C.","https://www.westlaw.com/Document/I6a01a790c8d611e8b1cdeab7e1f6f07a/View/FullText.html?listSource=Search&list=CASE&rank=916&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","October 05, 2018","905 F.3d 915","","2018 WL 4844687","16-30528, 17-30338","MARITIME LAW  Towage. Vessel pulling submerged sonar towfish that struck mooring line of offshore drilling rig qualified as towing vessel subject to towing regulations.",
"Cases","","","Dixon v. Bellard","https://www.westlaw.com/Document/Iddb915e00fe611e9aec5b23c3317c9c0/View/FullText.html?listSource=Search&list=CASE&rank=917&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","July 19, 2018","Not Reported in Fed. Rptr.","","2018 WL 6922702","18-10859","This court must examine the basis of its jurisdiction, on its own motion if necessary. Hill v. City of Seven Points, 230 F.3d 167, 169 (5th Cir. 2000). Pursuant to 28 U.S.C. §2107(a) and Federal Rule of Appellate Procedure 4(a)(1)(A), the notice of appeal in a civil case must be filed within thirty days of entry of judgment. In this...",
"Cases","Red KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I570a4190dfa411e78c5db03c58f2bc1d&rank=918&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Lyda Swinerton Builders, Incorporated v. Oklahoma Surety Company","https://www.westlaw.com/Document/I570a4190dfa411e78c5db03c58f2bc1d/View/FullText.html?listSource=Search&list=CASE&rank=918&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","December 12, 2017","877 F.3d 600","","2017 WL 6334169","16-20195","INSURANCE  Bad Faith and Unfair Practices. Texas independent-injury rule did not bar general contractor from recovering its underlying defense costs as actual damages under Insurance Code.",
"Cases","","","Western-Southern Life Assurance Company v. Kaleh","https://www.westlaw.com/Document/I6bbffbe0f7fd11e7a964c4b0adba4447/View/FullText.html?listSource=Search&list=CASE&rank=919&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","January 12, 2018","879 F.3d 653","","2018 WL 388058","16-20546","COMMERCIAL LAW  Attorney Fees. District court was not required to permit lender to supplement its initial proof of attorney fees post-trial after bench trial.",
"Cases","","","Wells v. Minnesota Life Insurance Company","https://www.westlaw.com/Document/I0c7c66602e2f11e888d5f23feb60b681/View/FullText.html?listSource=Search&list=CASE&rank=920&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","March 22, 2018","885 F.3d 885","","2018 WL 1417647","16-20831","INSURANCE  Accident. Reasonable basis existed under accidental death policy for denying claim based on West Nile Encephalitis and, thus, denial was not in bad-faith.",
"Cases","","","Bennett v. Hartford Insurance Company of Midwest","https://www.westlaw.com/Document/Iad4fc6305d0b11e88808c81b5a222cba/View/FullText.html?listSource=Search&list=CASE&rank=921&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","May 18, 2018","890 F.3d 597","","2018 WL 2292934","17-30311","INSURANCE  Automobile. Under Louisiana law, endorsement attached to automobile liability insurance policy unambiguously did not limit policy's coverage for any auto.",
"Cases","","","Certain Underwriters at Lloyd's of London v. Lowen Valley View, L.L.C.","https://www.westlaw.com/Document/I11c36ad06a6911e88808c81b5a222cba/View/FullText.html?listSource=Search&list=CASE&rank=922&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","June 06, 2018","892 F.3d 167","","2018 WL 2727323","17-10914","INSURANCE  Property. Under Texas law, insureds failed to establish what portion, if any, of claimed hail damage to hotel roof occurred during coverage period.",
"Cases","","","Ditech Financial, L.L.C. v. Naumann","https://www.westlaw.com/Document/Id78310a08caa11e88be5ff0f408d813f/View/FullText.html?listSource=Search&list=CASE&rank=923&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","July 19, 2018","742 Fed.Appx. 810","","2018 WL 3492001","17-50616","REAL PROPERTY  Judgment. Default judgment did not grant relief in excess of that demanded in foreclosure complaint by providing for future issuance of writ of possession.",
"Cases","","","IberiaBank v. Broussard","https://www.westlaw.com/Document/I91a53cb0d88711e8aec5b23c3317c9c0/View/FullText.html?listSource=Search&list=CASE&rank=924&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","October 25, 2018","907 F.3d 826","","2018 WL 5289887","17-30662","LABOR AND EMPLOYMENT  Contracts. Employee breached severance agreement with his former employer, a small state-chartered bank, by recruiting co-workers to competitor.",
"Cases","","","John M. O'Quinn, P.C. v. Lexington Insurance Company","https://www.westlaw.com/Document/Iaa2fc070d30a11e8a99cca37ea0f7dc8/View/FullText.html?listSource=Search&list=CASE&rank=925&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","October 18, 2018","906 F.3d 363","","2018 WL 5075485","16-20224","INSURANCE  Excess and Umbrella. Arbitration award requiring law firm to reimburse expenses that firm had improperly deducted from clients' distributions was not covered loss.",
